Kompascom Sabet Penghargaan Berita Online Terpercaya dari Superbrands,"JAKARTA,  KOMPAS.com -  Kompas.com mendapat penghargaan  Superbrands untuk kategori Berita Online Terpercaya (Trusted Online News). Penghargaan diberikan pada Gala Awards Night 2018 yang digelar di Hotel JW Marriot, Jakarta, Jumat (27/7/2018) malam.
Mewakili Kompas.com, Pemimpin Redaksi Kompas.com Wisnu Nugroho menerima secara simbolik penghargaan tersebut dari CEO Superbrands Indonesia Grandtyana Mayasari.  Saat ditemui di sela-sela acara, Wisnu menyampaikan terima kasih kepada para pembaca Kompas.com yang menaruh kepercayaan pada berita-berita yang diproduksi jurnalis dan tim redaksi Kompas.com.  ""Ini adalah bonus atas upaya Kompas.com menjaga kepercayaan pembaca kepada kami,"" ujar Wisnu Nugroho, usai menerima penghargaan.
Baca juga: VIK Kompas.com Raih Penghargaan Internasional Asian Digital Awards Wisnu menilai penghargaan tersebut akan memacu Kompas.com untuk bekerja lebih baik lagi, terutama untuk menjadi referensi berita terpercaya di tengah banjirnya informasi akhir-akhir ini. ""Kompas.com akan terus berusaha menjadi sumber berita terpercaya di tengah banjir informasi,"" sebutnya.Menurut Wisnu, dengan menjadi sumber berita terpercaya, berita Kompas.com diharapkan dapat membantu pembaca menemukan kepastian di tengah ketidakpastian karena banjir informasi yang munculkan disinformasi (hoaks).
Baca juga: Jurnalis Kompas.com Raih Juara Kontes Infografis pada Workshop Visualisasi DataApresiasi kepada pelaku industri
Dalam acara ini, ada puluhan produk yang mendapat penghargaan sebagai yang terbaik di kategorinya masing-masing.
Grandtyana Mayasari menyatakan, pemberian penghargaan tersebut merupakan bentuk apresiasi Superbrands Indonesia kepada pelaku industri.
Menurut dia, keberhasilan mencipatkan produk dan menerapkan strategi marketing yang tepat berdampak signifikan terhadap merk masing-masing.  ""Superbrands terus berupaya untuk menaikkan nilai jual logo Superbrands sehingga merk yang membawanya juga akan meningkat nilainya di mata konsumen,"" kata Grandtyana. 

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });",27/07/2018
Rahasia Manajemen Kegiatan ala CEO Twitter yang Bisa Ditiru,"NEW YORK, KOMPAS.com - Hari yang produktif bukan hanya tentang apa yang akan Anda lakukan, tetapi juga apa yang tidak akan Anda lakukan. Itulah sebabnya CEO Square dan  Twitter, Jack Dorsey mendaftar apa yang akan dan tidak akan dilakukannya setiap hari.Jack berbagi strategi dalam sebuah tweet baru-baru ini. Dia membagi daftar dalam beberapa prioritas. Jack memutuskan untuk bermeditasi, membaca buku non-fiksi terbaik, mempertimbangkan metrik Twitter dan menulis catatannya mengenai pengalaman bersantap lewat Caviar yang merupakan platform pengiriman Square yang dibeli pada tahun 2014.Daftar ""tidak akan dilakukan"" olehnya termasuk minum alkohol. Dorsey berkomentar di akun Twitter-nya, ""Setiap pagi saya menulis daftar tugas yang akan saya lakukan hari ini, dan hal yang tidak akan saya lakukan hari itu juga."" Hal tersebut menjelaskan bahwa dia lebih fokus pada upaya yang lebih strategis. Dia menambahkan bahwa bagian ""tidak akan melakukan"" dari daftarnya diperiksa sebelum dia tidur. Akhirnya, banyak dari hal ini pula dipindahkan ke daftar ""lakukan"". Daftar yang ""harus dilakukan"" sering kali bisa menjadi hal yang buruk karena mereka tidak ""membedakan antara yang mendesak dan penting,"" kata penulis buku laris Kevin Kruse . Daftar ini juga tidak sering memasukkan tugas dan kegiatan lain yang dapat mengganggu untuk waktu Anda. Akibatnya, daftar ""untuk melakukan"" tidak selalu mencerminkan keputusan yang perlu Anda buat pada hari tertentu untuk bergerak maju pada prioritas utama. Daftar manajemen waktu dan kegiatan Jack Dorsey menunjukkan dia sengaja dan sadar tentang apa yang akan dilakukannya dan tidak akan berhasil, dapat membantu mengambil kendali dan mengatur hari dengan lebih baik. Bahkan, mengesampingkan tugas-tugas yang tidak penting. ""Daftar 'tidak akan melakukan' sering lebih penting daripada daftar 'lakukan'. Menetapkan niat untuk sengaja tidak bekerja pada sesuatu memberi saya ruang lebih jelas untuk berpikir dan bekerja, dan kurang reaktif,"" tulis Jack Dorsey dalam akun pribadi twitternya.Jack Dorsey telah berbicara mengenai daftar ""tidak akan melakukannya"" beberapa kali dalam dekade terakhir, termasuk selama pidato di Y Combinator Startup School tahun 2013.
Daftar ""tidak akan melakukan"" yang ia bagikan selama pembicaraan itu termasuk terlambat, menghindari kontak mata hingga pengaturan harapannya pada orang yang tidak bisa ia temui. Banyak item dalam daftar itu telah menjadi bagian rutin bagi miliarder ini. Seperti yang dijelaskan Jack, ""Beberapa item tetap ada di daftar selama berhari-hari / minggu / bulan, beberapa yang saya ingin pastikan saya lakukan setiap hari.""

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });",25/10/2018
Pertamina Ingin Beli Minyak dengan Mata Uang Selain Dollar AS,"JAKARTA, KOMPAS.com - PT  Pertamina (Persero) saat ini tengah berusaha untuk membeli minyak mentah menggunakan mata uang selain dollar Amerika Serikat (AS).
Seperti dilansir Kontan.co.id Rabu (24/10/2018), langkah tersebut dilakukan sebagai upaya untuk mengurangi defisit transaksi berjalan karena meningkatnya harga minyak mentah dan usaha untuk mempertahankan nilai tukar rupiah.Nilai tukar rupiah terus melorot mendekati level terendah sejak krisis finansial Asia. Rupiah juga menjadi mata uang dengan pelemahan terburuk kedua dibandingkan mata uang negara Asia lainnya.Berdasarkan dokumen tender yang diterima Reuters, Pertamina tengah melakukan tender pembelian minyak mentah untuk periode pertama kuartal I 2019. Pertamina mencari pembeli yang ingin menggunakan mata uang selain  dollar AS.
Baca juga: Harga Premium Batal Naik, Pemerintah Sebut Keuangan Pertamina AmanPertamina rencananya membeli 5,7 juta barel minyak dengan kategori low sulphur atau sweet yang diproduksi di Afrika Barat, Malaysia, Vietnam atau Brunei dengan menggunakan mata uang seperti euro, rupiah, yuan, yen atau riyal.
Kargo minyak itu nantinya akan diolah di kilang Cilacap, Balikpapan dan ditransfer dari kapal ke kapal di Teluk Semangka untuk periode Januari hingga Maret 2019.Sumber Reuters menyebut sejauh ini Pertamina sudah menerina penawaran dengan menggunakan mata uang asing selain dollar AS. Namun ada penjualan yang masih tetap mengajukan penawaran dengan dollar AS.Pertamina disebut masih mengevaluasi penawaran tersebut. Tender pembelian minyak mentah ini akan ditutup pada Senin (29/10/2018) dan batas akhir penawaran sampai 26 Oktober 2018. ( Febrina Ratna Iskana)Berita ini sudah tayang di Kontan.co.id dengan judul Pertamina ingin beli minyak dalam mata uang asing selain dollar AS 

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });",24/10/2018
NPL Naik BRI Sebut Ada 3 Perusahaan Alami Kredit Macet,"JAKARTA, KOMPAS.com - PT Bank Rakyat Indonesia dalam paparan kinerja kuartal II mencatatkan peningkatan rasio  kredit bermasalah atau Non Performing Loan (NPL) gross sebesar 2,5 persen dari periode yang sama tahun lalu yang sebesar 2,33 persen. Kenaikan NPL tersebut juga terjadi jika dibandingkan dengan kuartal II tahun ini yang sebesar 2,41 persen. Direktur Corporate Banking  BRI Kuswiyoto menjelaskan, kenaikan NPL didorong oleh kenaikan NPL di segmen kredit korporasi lantaran terdapat 3 nasabah yang mengalami kredit bermasalah. ""Memang ada kenaikan NPL korporasi karena ada 3 nasabah kita yang kuartal ini mengalami penurunan kolektibilitas,"" ujar Kuswiyoto ketika memberikan penjelasan kinerja perusahaan kuartal III di kantornya, Rabu (24/10/2018). Lebih lanjut Kuswiyoto menjelaskan, salah satu perusahaan yang mengalami permasalahan kredit ini adalah perusahaan yang berkaitan dengan minyak lantaran jatuhnya harga minyak sehingga berimbas pada kinerja perusahaan. “Hari ini kami upayakan recovery karena ini (kredit) sindikasi, yaitu menyangkut juga offshore bank. Jadi mungkin kami agak lama menyelesaikannya. Untuk tahun ini sepertinya belum selesai, Insya Allah pertengahan tahun depan semuanya bisa terselesaikan,” jelas dia. Perusahaan lain adalah BUMN yang bergerak di bidang benih. Kuswiyoto menjelaskan, pihaknya masih mengupayakan untuk rekstrukturisasi sebab kredit yang disalurkan cukup besar. Adapun nasabah terakhir merupakan perusahaan asing yang juga dalam bentuk kredit sindikasi. ""Kami sedang mencari cara yang pas karena untuk sindikasi, kami harus melakukan koordinasi dengan anggota sindikasi lainnya,” tutupnya. Sebagai informasi, penyaluran kredit BRI kuartal ini sebesar Rp 808,9 triliun pada. Kredit tersebut tumbuh 16,5 persen dibandingkan periode yang sama di 2017 sebesar Rp 694,2 triliun.
Peningkatan ini melampaui pertumbuhan kredit perbankan nasional sebesar 12,6 persen pada September 2018.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });",25/10/2018
Jangan Sampai Data Baru BPS Jadi Alasan Impor Pangan 2019,"KOMPAS.com - Data baru Badan Pusat Statistik (BPS) mengenai produksi beras terus menjadi perhatian banyak pihak. Salah satunya dari Asosiasi Pedagang dan Tani Tanaman Pangan dan Hortikultura Indonesia (APT2PHI). Ketua Umum APT2PHI Rahman Sabon Nama memiliki sejumlah catatan terhadap data pangan baru BPS. Catatan ini dia buat usai pertemuan yang membahas penyempurnaan data pangan tersebut, Senin (22/10/2018) di Kantor Wakil Presiden, Jakarta.Rahman mengingatkan agar Pemerintah ekstra hati-hati dalam penyajian data. Agar terhindar dari kesan atau opini publik bahwa Pemerintah telah membohongi rakyat dengan penyajian data produksi padi yang rendah, dan luas lahan menyusut. ""Jangan semata-mata hanya untuk membenarkan alasan Pemerintah melakukan  impor beras pada awal 2019 nanti"", ungkap Rahman. Ia melanjutkan bahwa rapat yang tidak dihadiri Menteri Pertanian Andi Amran dan Ketua Bulog Budi Waseso itu jangan sampai keliru dalam membuat kebijakan terkait anggaran dan impor beras.
BACA JUGA: Sekjen Kementan: Soal Data Beras, Kami Dukung BPSJangan sampai, dengan alasan produksi yang rendah dan lahan sawah semakin berkurang, pemerintah kemudian menambah anggaran untuk tambahan impor beras.
“Apabila hal ini dilakukan, maka akan semakin merugikan petani dan rakyat,"" tegas Rahman.Oleh karenanya, Rahman yang juga Dewan Pakar Himpunan Kerukunan Tani Indonesia (HKTI) menambahkan, pemerintah harus akurat dalam hal merilis data terkait Neraca Produksi dan Kebutuhan Padi dan Beras Nasional.Sebagai perbandingan, data Food and Agriculture Organization (FAO) Rice Market (monitoring beras Organisasi Pangan dan Pertanian Dunia) pada April 2018, memperlihatkan dalam tabel produksi padi di Asia bahwa produksi padi Indonesia tahun 2018 lebih tinggi dari tahun 2017 sekitar 72 juta ton gabah kering giling (GKG). 
Data produksi beras yang dipublikasikan FAO pada 6 bulan lalu ini, jauh lebih tinggi dibanding data BPS, yang menyatakan bahwa produksi padi Indonesia tahun 2018 hanya 56 juta ton GKG. 

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });",25/10/2018
Rahasia Manajemen Kegiatan ala CEO Twitter yang Bisa Ditiru,"NEW YORK, KOMPAS.com - Hari yang produktif bukan hanya tentang apa yang akan Anda lakukan, tetapi juga apa yang tidak akan Anda lakukan. Itulah sebabnya CEO Square dan  Twitter, Jack Dorsey mendaftar apa yang akan dan tidak akan dilakukannya setiap hari.Jack berbagi strategi dalam sebuah tweet baru-baru ini. Dia membagi daftar dalam beberapa prioritas. Jack memutuskan untuk bermeditasi, membaca buku non-fiksi terbaik, mempertimbangkan metrik Twitter dan menulis catatannya mengenai pengalaman bersantap lewat Caviar yang merupakan platform pengiriman Square yang dibeli pada tahun 2014.Daftar ""tidak akan dilakukan"" olehnya termasuk minum alkohol. Dorsey berkomentar di akun Twitter-nya, ""Setiap pagi saya menulis daftar tugas yang akan saya lakukan hari ini, dan hal yang tidak akan saya lakukan hari itu juga."" Hal tersebut menjelaskan bahwa dia lebih fokus pada upaya yang lebih strategis. Dia menambahkan bahwa bagian ""tidak akan melakukan"" dari daftarnya diperiksa sebelum dia tidur. Akhirnya, banyak dari hal ini pula dipindahkan ke daftar ""lakukan"". Daftar yang ""harus dilakukan"" sering kali bisa menjadi hal yang buruk karena mereka tidak ""membedakan antara yang mendesak dan penting,"" kata penulis buku laris Kevin Kruse . Daftar ini juga tidak sering memasukkan tugas dan kegiatan lain yang dapat mengganggu untuk waktu Anda. Akibatnya, daftar ""untuk melakukan"" tidak selalu mencerminkan keputusan yang perlu Anda buat pada hari tertentu untuk bergerak maju pada prioritas utama. Daftar manajemen waktu dan kegiatan Jack Dorsey menunjukkan dia sengaja dan sadar tentang apa yang akan dilakukannya dan tidak akan berhasil, dapat membantu mengambil kendali dan mengatur hari dengan lebih baik. Bahkan, mengesampingkan tugas-tugas yang tidak penting. ""Daftar 'tidak akan melakukan' sering lebih penting daripada daftar 'lakukan'. Menetapkan niat untuk sengaja tidak bekerja pada sesuatu memberi saya ruang lebih jelas untuk berpikir dan bekerja, dan kurang reaktif,"" tulis Jack Dorsey dalam akun pribadi twitternya.Jack Dorsey telah berbicara mengenai daftar ""tidak akan melakukannya"" beberapa kali dalam dekade terakhir, termasuk selama pidato di Y Combinator Startup School tahun 2013.
Daftar ""tidak akan melakukan"" yang ia bagikan selama pembicaraan itu termasuk terlambat, menghindari kontak mata hingga pengaturan harapannya pada orang yang tidak bisa ia temui. Banyak item dalam daftar itu telah menjadi bagian rutin bagi miliarder ini. Seperti yang dijelaskan Jack, ""Beberapa item tetap ada di daftar selama berhari-hari / minggu / bulan, beberapa yang saya ingin pastikan saya lakukan setiap hari.""

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });",25/10/2018
Pertamina Ingin Beli Minyak dengan Mata Uang Selain Dollar AS,"JAKARTA, KOMPAS.com - PT  Pertamina (Persero) saat ini tengah berusaha untuk membeli minyak mentah menggunakan mata uang selain dollar Amerika Serikat (AS).
Seperti dilansir Kontan.co.id Rabu (24/10/2018), langkah tersebut dilakukan sebagai upaya untuk mengurangi defisit transaksi berjalan karena meningkatnya harga minyak mentah dan usaha untuk mempertahankan nilai tukar rupiah.Nilai tukar rupiah terus melorot mendekati level terendah sejak krisis finansial Asia. Rupiah juga menjadi mata uang dengan pelemahan terburuk kedua dibandingkan mata uang negara Asia lainnya.Berdasarkan dokumen tender yang diterima Reuters, Pertamina tengah melakukan tender pembelian minyak mentah untuk periode pertama kuartal I 2019. Pertamina mencari pembeli yang ingin menggunakan mata uang selain  dollar AS.
Baca juga: Harga Premium Batal Naik, Pemerintah Sebut Keuangan Pertamina AmanPertamina rencananya membeli 5,7 juta barel minyak dengan kategori low sulphur atau sweet yang diproduksi di Afrika Barat, Malaysia, Vietnam atau Brunei dengan menggunakan mata uang seperti euro, rupiah, yuan, yen atau riyal.
Kargo minyak itu nantinya akan diolah di kilang Cilacap, Balikpapan dan ditransfer dari kapal ke kapal di Teluk Semangka untuk periode Januari hingga Maret 2019.Sumber Reuters menyebut sejauh ini Pertamina sudah menerina penawaran dengan menggunakan mata uang asing selain dollar AS. Namun ada penjualan yang masih tetap mengajukan penawaran dengan dollar AS.Pertamina disebut masih mengevaluasi penawaran tersebut. Tender pembelian minyak mentah ini akan ditutup pada Senin (29/10/2018) dan batas akhir penawaran sampai 26 Oktober 2018. ( Febrina Ratna Iskana)Berita ini sudah tayang di Kontan.co.id dengan judul Pertamina ingin beli minyak dalam mata uang asing selain dollar AS 

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });",24/10/2018
NPL Naik BRI Sebut Ada 3 Perusahaan Alami Kredit Macet,"JAKARTA, KOMPAS.com - PT Bank Rakyat Indonesia dalam paparan kinerja kuartal II mencatatkan peningkatan rasio  kredit bermasalah atau Non Performing Loan (NPL) gross sebesar 2,5 persen dari periode yang sama tahun lalu yang sebesar 2,33 persen. Kenaikan NPL tersebut juga terjadi jika dibandingkan dengan kuartal II tahun ini yang sebesar 2,41 persen. Direktur Corporate Banking  BRI Kuswiyoto menjelaskan, kenaikan NPL didorong oleh kenaikan NPL di segmen kredit korporasi lantaran terdapat 3 nasabah yang mengalami kredit bermasalah. ""Memang ada kenaikan NPL korporasi karena ada 3 nasabah kita yang kuartal ini mengalami penurunan kolektibilitas,"" ujar Kuswiyoto ketika memberikan penjelasan kinerja perusahaan kuartal III di kantornya, Rabu (24/10/2018). Lebih lanjut Kuswiyoto menjelaskan, salah satu perusahaan yang mengalami permasalahan kredit ini adalah perusahaan yang berkaitan dengan minyak lantaran jatuhnya harga minyak sehingga berimbas pada kinerja perusahaan. “Hari ini kami upayakan recovery karena ini (kredit) sindikasi, yaitu menyangkut juga offshore bank. Jadi mungkin kami agak lama menyelesaikannya. Untuk tahun ini sepertinya belum selesai, Insya Allah pertengahan tahun depan semuanya bisa terselesaikan,” jelas dia. Perusahaan lain adalah BUMN yang bergerak di bidang benih. Kuswiyoto menjelaskan, pihaknya masih mengupayakan untuk rekstrukturisasi sebab kredit yang disalurkan cukup besar. Adapun nasabah terakhir merupakan perusahaan asing yang juga dalam bentuk kredit sindikasi. ""Kami sedang mencari cara yang pas karena untuk sindikasi, kami harus melakukan koordinasi dengan anggota sindikasi lainnya,” tutupnya. Sebagai informasi, penyaluran kredit BRI kuartal ini sebesar Rp 808,9 triliun pada. Kredit tersebut tumbuh 16,5 persen dibandingkan periode yang sama di 2017 sebesar Rp 694,2 triliun.
Peningkatan ini melampaui pertumbuhan kredit perbankan nasional sebesar 12,6 persen pada September 2018.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });",25/10/2018
Jangan Sampai Data Baru BPS Jadi Alasan Impor Pangan 2019,"KOMPAS.com - Data baru Badan Pusat Statistik (BPS) mengenai produksi beras terus menjadi perhatian banyak pihak. Salah satunya dari Asosiasi Pedagang dan Tani Tanaman Pangan dan Hortikultura Indonesia (APT2PHI). Ketua Umum APT2PHI Rahman Sabon Nama memiliki sejumlah catatan terhadap data pangan baru BPS. Catatan ini dia buat usai pertemuan yang membahas penyempurnaan data pangan tersebut, Senin (22/10/2018) di Kantor Wakil Presiden, Jakarta.Rahman mengingatkan agar Pemerintah ekstra hati-hati dalam penyajian data. Agar terhindar dari kesan atau opini publik bahwa Pemerintah telah membohongi rakyat dengan penyajian data produksi padi yang rendah, dan luas lahan menyusut. ""Jangan semata-mata hanya untuk membenarkan alasan Pemerintah melakukan  impor beras pada awal 2019 nanti"", ungkap Rahman. Ia melanjutkan bahwa rapat yang tidak dihadiri Menteri Pertanian Andi Amran dan Ketua Bulog Budi Waseso itu jangan sampai keliru dalam membuat kebijakan terkait anggaran dan impor beras.
BACA JUGA: Sekjen Kementan: Soal Data Beras, Kami Dukung BPSJangan sampai, dengan alasan produksi yang rendah dan lahan sawah semakin berkurang, pemerintah kemudian menambah anggaran untuk tambahan impor beras.
“Apabila hal ini dilakukan, maka akan semakin merugikan petani dan rakyat,"" tegas Rahman.Oleh karenanya, Rahman yang juga Dewan Pakar Himpunan Kerukunan Tani Indonesia (HKTI) menambahkan, pemerintah harus akurat dalam hal merilis data terkait Neraca Produksi dan Kebutuhan Padi dan Beras Nasional.Sebagai perbandingan, data Food and Agriculture Organization (FAO) Rice Market (monitoring beras Organisasi Pangan dan Pertanian Dunia) pada April 2018, memperlihatkan dalam tabel produksi padi di Asia bahwa produksi padi Indonesia tahun 2018 lebih tinggi dari tahun 2017 sekitar 72 juta ton gabah kering giling (GKG). 
Data produksi beras yang dipublikasikan FAO pada 6 bulan lalu ini, jauh lebih tinggi dibanding data BPS, yang menyatakan bahwa produksi padi Indonesia tahun 2018 hanya 56 juta ton GKG. 

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });",25/10/2018
Ekspor Jasa Profesional Dipandang Perlu Dapat Pajak Nol Persen,"JAKARTA, KOMPAS.com - Wacana penghapusan  pajak pada  ekspor jasa profesional yang saat ini sedang ramai diperbincangkan. Kebijakan ini dipandang berpotensi mengakselerasi pertumbuhan ekonomi di Indonesia.
Dalam waktu dekat, Kementerian Keuangan berencana merevisi Peraturan Menteri Keuangan (PMK) No. 70/2010 jo PMK 30/2011 sebagai landasan hukum perluasan pengenaan pajak nol persen di sektor jasa.
Penerapan tarif  PPN nol persen saat ini masih terbatas hanya di tiga sektor jasa, termasuk jasa perbaikan dan perawatan barang bergerak, serta jasa konstruksi.
Pemerintah dipandang perlu memperluas penerapan PPN nol persen ke beberapa sektor lainnya seperti jasa informasi dan teknologi, jasa penelitian dan pembangunan, penyewaan peralatan transportasi, jasa pengelolaan transportasi, professional, dan jasa perdagangan.
""Khusus terkait dengan jasa profesional, sektor ini diharapkan dapat berkontribusi langsung terhadap serapan tenaga kerja sehingga ekonomi dapat tumbuh,"" jelas Pengamat dari Center of Indonesia Tax Analysis (CITA) Yustinus Prastowo dalam pernyataannya, Kamis (25/10/2018).
Prastowo menuturkan, pada umumnya pengenaan PPN 10 persen oleh penyedia jasa dalam negeri berpotensi menimbulkan pajak ganda atas konsumsi jasa tersebut. Sebab, penerima jasa di luar negeri (LN) juga akan membayar PPN sesuai ketentuan domestik masing-masing.
Hal tersebut diakui pelaku usaha sektor jasa, Zamzam Djaelani, Life Science and Healthcare Lead, Deloitte Indonesia. Menurut dia, penghapusan PPN ekspor jasa dapat memberikan keunggulan kompetitif untuk ekspor sektor jasa.
Badan kebijakan Fiskal (BKF) Kementerian Keuangan menjelaskan saat ini merupakan waktu yang tepat bagi Indonesia untuk menggenjot ekspor jasa profesional.
""Saya sangat setuju bila ekspor pajak tidak lagi dikenakan tarif pajak pertambahan nilai (PPN) 10 persen,"" jelas Kepala BKF Suahasil Nazara beberapa waktu lalu.

            googletag.cmd.push(function() { googletag.display('div-gpt-ad-974648810682144181-4112'); });",25/10/2018
